flip_name,solution,consensus,votes,ChatGPT_4_turbo___BLIP2_flan_t5_xxl,Gemini_1_5_flash_001___ViPLlava_7B,Gemini_1_5_flash_001___ViPLlava_13B,Gemini_1_5_flash_001___LlavaNeXT_mistral_7B,Gemini_1_5_flash_001___LlavaNeXT_vicuna_7B,Gemini_1_5_flash_001___LlavaNeXT_vicuna_13B,Gemini_1_5_flash_001___BLIP2_2_7B,Gemini_1_5_flash_001___BLIP2_6_7B_COCO,Gemini_1_5_flash_001___BLIP2_flan_t5_xxl,Gemini_1_5_flash_001___Llama_3_2_11B,Gemini_1_5_flash_002___ViPLlava_7B,Gemini_1_5_flash_002___ViPLlava_13B,Gemini_1_5_flash_002___LlavaNeXT_mistral_7B,Gemini_1_5_flash_002___LlavaNeXT_vicuna_7B,Gemini_1_5_flash_002___LlavaNeXT_vicuna_13B,Gemini_1_5_flash_002___BLIP2_2_7B,Gemini_1_5_flash_002___BLIP2_6_7B_COCO,Gemini_1_5_flash_002___BLIP2_flan_t5_xxl,Gemini_1_5_flash_002___Llama_3_2_11B,Gemini_1_5_pro_002___ViPLlava_7B,Gemini_1_5_pro_002___ViPLlava_13B,Gemini_1_5_pro_002___LlavaNeXT_mistral_7B,Gemini_1_5_pro_002___LlavaNeXT_vicuna_7B,Gemini_1_5_pro_002___LlavaNeXT_vicuna_13B,Gemini_1_5_pro_002___BLIP2_2_7B,Gemini_1_5_pro_002___BLIP2_6_7B_COCO,Gemini_1_5_pro_002___BLIP2_flan_t5_xxl,Gemini_1_5_pro_002___Llama_3_2_11B,meta_Llama_3_1_70B___ViPLlava_7B,meta_Llama_3_1_70B___ViPLlava_13B,meta_Llama_3_1_70B___LlavaNeXT_mistral_7B,meta_Llama_3_1_70B___LlavaNeXT_vicuna_7B,meta_Llama_3_1_70B___LlavaNeXT_vicuna_13B,meta_Llama_3_1_70B___BLIP2_2_7B,meta_Llama_3_1_70B___BLIP2_6_7B_COCO,meta_Llama_3_1_70B___BLIP2_flan_t5_xxl,meta_Llama_3_1_70B___Llama_3_2_11B,MS_GRIN_MoE___ViPLlava_7B,MS_GRIN_MoE___ViPLlava_13B,MS_GRIN_MoE___LlavaNeXT_mistral_7B,MS_GRIN_MoE___LlavaNeXT_vicuna_7B,MS_GRIN_MoE___LlavaNeXT_vicuna_13B,MS_GRIN_MoE___BLIP2_2_7B,MS_GRIN_MoE___BLIP2_6_7B_COCO,MS_GRIN_MoE___BLIP2_flan_t5_xxl,MS_GRIN_MoE___Llama_3_2_11B,nvm_Llama3_51B___ViPLlava_7B,nvm_Llama3_51B___ViPLlava_13B,nvm_Llama3_51B___LlavaNeXT_mistral_7B,nvm_Llama3_51B___LlavaNeXT_vicuna_7B,nvm_Llama3_51B___LlavaNeXT_vicuna_13B,nvm_Llama3_51B___BLIP2_2_7B,nvm_Llama3_51B___BLIP2_6_7B_COCO,nvm_Llama3_51B___BLIP2_flan_t5_xxl,nvm_Llama3_51B___Llama_3_2_11B,nvm_Llama3_70B___ViPLlava_7B,nvm_Llama3_70B___ViPLlava_13B,nvm_Llama3_70B___LlavaNeXT_mistral_7B,nvm_Llama3_70B___LlavaNeXT_vicuna_7B,nvm_Llama3_70B___LlavaNeXT_vicuna_13B,nvm_Llama3_70B___BLIP2_2_7B,nvm_Llama3_70B___BLIP2_6_7B_COCO,nvm_Llama3_70B___BLIP2_flan_t5_xxl,nvm_Llama3_70B___Llama_3_2_11B,Phi_3_5_MoE___ViPLlava_7B,Phi_3_5_MoE___ViPLlava_13B,Phi_3_5_MoE___LlavaNeXT_mistral_7B,Phi_3_5_MoE___LlavaNeXT_vicuna_7B,Phi_3_5_MoE___LlavaNeXT_vicuna_13B,Phi_3_5_MoE___BLIP2_2_7B,Phi_3_5_MoE___BLIP2_6_7B_COCO,Phi_3_5_MoE___BLIP2_flan_t5_xxl,Phi_3_5_MoE___Llama_3_2_11B,Qwen_2_5_8bit___ViPLlava_7B,Qwen_2_5_8bit___ViPLlava_13B,Qwen_2_5_8bit___LlavaNeXT_mistral_7B,Qwen_2_5_8bit___LlavaNeXT_vicuna_7B,Qwen_2_5_8bit___LlavaNeXT_vicuna_13B,Qwen_2_5_8bit___BLIP2_2_7B,Qwen_2_5_8bit___BLIP2_6_7B_COCO,Qwen_2_5_8bit___BLIP2_flan_t5_xxl,Qwen_2_5_8bit___Llama_3_2_11B,Qwen_2_VL_8bit___ViPLlava_7B,Qwen_2_VL_8bit___ViPLlava_13B,Qwen_2_VL_8bit___LlavaNeXT_mistral_7B,Qwen_2_VL_8bit___LlavaNeXT_vicuna_7B,Qwen_2_VL_8bit___LlavaNeXT_vicuna_13B,Qwen_2_VL_8bit___BLIP2_2_7B,Qwen_2_VL_8bit___BLIP2_6_7B_COCO,Qwen_2_VL_8bit___BLIP2_flan_t5_xxl,Qwen_2_VL_8bit___Llama_3_2_11B,mean
bafkreicbrlihqgzq2ercr2bkbo33wnqef2xeg7femw3dyv2jpynrh7pmti,Left,Strong,"{'Left': '-', 'Right': '-', 'Reported': '1'}",True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,0.4945054945054945
bafkreicc5brqcgbefdlsh4ztxuopivnzgdqfknivqemrpqjflcfpewghfm,Right,Strong,"{'Left': '-', 'Right': '3', 'Reported': '1'}",True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,0.3516483516483517
bafkreiccbhqi647cmieb63e3fc3ipzngome5aagwoyxsojp3hknwo64kzy,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '0'}",True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8901098901098901
bafkreiccikedbnvrb3snflh3ofeu7ri4nfywm7o3yv7b3zeuhtvhcmrre4,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,0.5274725274725275
bafkreiccmmrkiongmqokfoa72skso4xs7265l7m5vgsdoc5bidptz6n2nm,Right,Strong,"{'Left': '-', 'Right': '9', 'Reported': '0'}",True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,True,True,True,True,0.5824175824175825
bafkreiccu4i3fjkgiyiunpnzueupvv7ggms4wh5la4bgdwpnhoogqnle5y,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.978021978021978
bafkreiccyhf4kitwkoavxtwugbpidutvt3e5ouuihc2av5yamrhvtvfz3q,Right,Strong,"{'Left': '1', 'Right': '4', 'Reported': '2'}",True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,0.34065934065934067
bafkreicd3xendcff4olafdlan77b7tn55c35u4hjsjnjglpuc4i7hjxhxm,Right,Strong,"{'Left': '-', 'Right': '6', 'Reported': '0'}",True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,0.5164835164835165
bafkreicdb2tne2ub45rflckgxmgmtm7fhv3jckheadpb2ynmfexyo4bene,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,0.7582417582417582
bafkreicdnm7b3tx6iqj62mw5fhcv4rolacc3eeqodejxykhujfy7ax44jm,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,0.31868131868131866
bafkreicdso6sf3ot66vxfixeqmmbtoigbsezfpwucbh4s6v2nxucyqvwkq,Right,Strong,"{'Left': '-', 'Right': '3', 'Reported': '0'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.15384615384615385
bafkreicdtu53jq4cjkyxuwmsp7huupt7jusvptyspmwsdlbdchsbx2nxty,Left,Strong,"{'Left': '7', 'Right': '2', 'Reported': '1'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,True,0.6483516483516484
bafkreice2powciku5wjwpklruwyl63wnjrmrjnqzk6tkavpky3573auxwy,Left,Strong,"{'Left': '5', 'Right': '1', 'Reported': '1'}",True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,0.8461538461538461
bafkreice4luu3qn4gicxeq7karbkvt5z6gx4id7bqbiktapt3ukirjat2m,Right,Strong,"{'Left': '-', 'Right': '10', 'Reported': '0'}",True,True,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,0.7472527472527473
bafkreice75p7n4zfc6mwanovqbgbgxob74hol3ujz5vc3xgm57delrxkhu,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '0'}",True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,0.4835164835164835
bafkreicekr5xurl3nlfupcy6ospgb6tduzakcrw226maft6kift77sdan4,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '0'}",True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,0.7472527472527473
bafkreiceocz5tjl56okyk5muyxxjwj3jc7g6ulwfigcekwxrdmvk4ztf6a,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,0.6373626373626373
bafkreiceu5ycy3xxdqsohko54sofwm6iicygcdvskvobevoqxoab7mxzxq,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '3'}",False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,0.8021978021978022
bafkreiceu74yx5qwygne3ok4h5lz4dhsw4pap63evqrkvf3vipeewd6k6y,Right,Strong,"{'Left': '2', 'Right': '6', 'Reported': '6'}",True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3516483516483517
bafkreicffcwq4uavix5hec7oakvwg6yoenywl4v65imdllycy4zb3y6jhe,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '1'}",True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,False,0.5054945054945055
bafkreicfflee5aygoyxm7rn7hay7my3xnuqfg75mriwte3ttn6abwqhrqm,Right,Strong,"{'Left': '-', 'Right': '-', 'Reported': '1'}",True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,0.6483516483516484
bafkreicfvr5kdw24dx3fkpdo4sr6t5lo5iysejc2xtenwmmodvra2k7wri,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False,True,0.6593406593406593
bafkreicg2icfwks7xdmvdbeejis754ggr2wwgr273jydj64mqgzei4okcy,Right,Strong,"{'Left': '1', 'Right': '5', 'Reported': '0'}",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,0.2967032967032967
bafkreicg6ubcjef37hwyiqbnnzdjgbq4onyw35fwkeebxw57ghurviunaq,Right,Strong,"{'Left': '-', 'Right': '4', 'Reported': '1'}",True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,0.5494505494505495
bafkreicg7zcnxd6pxt7rbzw7n4f7rnx5afs4rhfufouxrbi2rvdwwj3avq,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,0.6153846153846154
bafkreicgqa4fusdx7k6eoohu5ijx3d7dachen7jf5wxhtl5hphmshrogmu,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,0.5714285714285714
bafkreicgqm3uylighyvnolnlrilnrkrcjp5wisqlfujq7bmeh6bqzktqh4,Left,Strong,"{'Left': '6', 'Right': '1', 'Reported': '3'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,0.9230769230769231
bafkreicgstowakshxsjmibqhezc2vf6eepx2gp6mehoqdehabunkk33upu,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8901098901098901
bafkreichblkmqyhtgpgi2rg6rmnpge7zeqoocx2hezlax7nfsd27ebdcsq,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '1'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,0.8351648351648352
bafkreichg56nzjqohyppgckhw55vpkivmsmcwxgrbuaimsplvuilgl7kce,Right,Strong,"{'Left': '-', 'Right': '5', 'Reported': '0'}",True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,0.4945054945054945
bafkreichl4rctp3smy2alfoyutkryqirttcnj46j7z67dystumylp7oeni,Left,Strong,"{'Left': '9', 'Right': '-', 'Reported': '2'}",True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,0.7692307692307693
bafkreicho5iqv4xfd2balt2gdh3y3tee65pyxjovhbw2fhrjzszpxse254,Left,Strong,"{'Left': '12', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.967032967032967
bafkreichq6ww74f5v7ux3ew77utlepaai4jhbwuldoyfwyvels2jrsvyom,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '2'}",True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,0.7472527472527473
bafkreici6po6h6avwnmynfeiyfttrj2ni7l5giok2oxkztixbqgbwzxj5a,Left,Strong,"{'Left': '10', 'Right': '2', 'Reported': '0'}",False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,0.45054945054945056
bafkreicj7icjxucihwphzptie6hzcowplvimqk6mrn7ccsfrxkd6fh3pxy,Left,Strong,"{'Left': '9', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,0.9340659340659341
bafkreicjafzrngdghifdir6k3qprsikbyx2u256lfqnkn2wk6sonblwlfa,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '2'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8021978021978022
bafkreicjcbv746pbdjcqfpvknpouz7pr7dmlhn42tg3jbkruwdjkgpfwli,Left,Strong,"{'Left': '9', 'Right': '-', 'Reported': '0'}",True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,0.5604395604395604
bafkreicjp2emp55ycnssg2usx3mfyigchiiqm3ejxibtkwg44q6kwt2x4e,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '2'}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.3626373626373626
bafkreicjs3lpvuecw3626w3tc23pibblojvcicejgingfqlm76zcyjphvu,Left,Strong,"{'Left': '14', 'Right': '-', 'Reported': '0'}",True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8021978021978022
bafkreicjynsno6z7bdpljdy2yqz3sfjxo2d5zb2q7fkzbl43foeeq3523q,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,0.42857142857142855
bafkreick3i5s3n7z3glkoysbgyj6xo6mbcgxip4xhttvzfq3m2h5bphlea,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '1'}",True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,0.5384615384615384
bafkreickloh6f2cxdz4eejkoszuu3k7nje7bdv6weml7niis3yd3ta3znm,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.967032967032967
